"CONTENTS_SEQ","CONTENTS_TITLE","CONTENTS_SYNOPSIS","CONTENTS_GENRE","AGE_RATING","RELEASE_YEAR","RATING","POSTER_IMG","DIRECTOR","CAST","OTT"
"1539","인생은 아름다워","로마에 갓 상경한 시골 총각 귀도는 운명처럼 만난 여인 도라에게 첫눈에 반한다. 넘치는 재치와 유머로 약혼자가 있던 그녀를 사로잡은 귀도는 도라와 단란한 가정을 꾸리며 분신과도 같은 아들 조수아를 얻는다. 조수아의 다섯 살 생일, 갑작스레 들이닥친 군인들은 귀도와 조수아를 수용소 행 기차에 실어버리고, 소식을 들은 도라 역시 기차에 따라 오른다. 귀도는 아들을 달래기 위해 무자비한 수용소 생활을 단체게임이라 속이고 1,000점을 따는 우승자에게는 진짜 탱크가 주어진다고 말한다. 불안한 하루하루가 지나 어느덧 전쟁이 끝났다는 말을 들은 귀도는 마지막으로 조수아를 창고에 숨겨둔 채 아내를 찾아 나서는데…","드라마, 코미디, 로맨스","전체 관람가","1997","4.3","https://file.kinolights.com/m/content_poster/202307/12/637d5739-6bfe-4e63-8b3a-d2846b6f548f.webp","로베르토 베니니","로베르토 베니니, 니콜레타 브라스키","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"1540","인셉션","타인의 꿈에 들어가 생각을 훔치는 특수 보안요원 코브. 그를 이용해 라이벌 기업의 정보를 빼내고자 하는 사이토는 코브에게 생각을 훔치는 것이 아닌, 생각을 심는 ‘인셉션’ 작전을 제안한다. 성공 조건으로 국제적인 수배자가 되어있는 코브의 신분을 바꿔주겠다는 거부할 수 없는 제안을 하고, 사랑하는 아이들에게 돌아가기 위해 그 제안을 받아들인다. 최강의 팀을 구성, 표적인 피셔에게 접근해서 ‘인셉션’ 작전을 실행하지만 예기치 못한 사건들과 마주하게 되는데...","액션, 스릴러","12세 이상 관람가","2010","4.4","https://file.kinolights.com/m/content_poster/202307/12/8af096d7-1537-45c9-a0d0-bd72300e7ae2.webp","크리스토퍼 놀란","레오나르도 디카프리오, 와타나베 켄","넷플릭스, 쿠팡플레이"
"1541","인천상륙작전","1950년 6월 25일 북한의 기습 남침으로 불과 사흘 만에 서울 함락, 한 달 만에 낙동강 지역을 제외한 한반도 전 지역을 빼앗기게 된 대한민국. 국제연합군 최고사령관 더글라스 맥아더는 모두의 반대 속 인천상륙작전을 계획한다. 성공확률 5000:1, 불가능에 가까운 작전. 이를 가능케 하는 것은 단 하나, 인천으로 가는 길이 확보되어야 하는 것뿐이다. 맥아더의 지시로 대북 첩보작전 ‘X-RAY’에 투입된 해군 첩보부대 대위 장학수는 북한군으로 위장 잠입해 인천 내 동태를 살피며 정보를 수집하기 시작한다. 하지만 인천 방어사령관 림계진에 의해 정체가 발각되는 위기에 놓인 가운데 장학수와 그의 부대원들은 전세를 바꿀 단 한번의 기회, 단 하루의 작전을 위해 인천상륙 함대를 유도하는 위험천만한 임무에 나서는데...","드라마","12세 이상 관람가","2016","2","https://file.kinolights.com/m/content_poster/202307/12/a903f5a0-bf68-410e-8b97-b343a9333f60.webp","이재한","이정재, 진세연","넷플릭스, 왓챠, 쿠팡플레이"
"1542","인크레더블","보이지 않는 곳에서 악의 무리들을 일망타진하는 세계 최강의 슈퍼히어로 미스터 인크레더블. 그러나 은퇴한지 벌써 15년! 전성기 때 ‘몸짱’에서 ‘몸꽝’이 되어버린 그의 불룩 나온 배는 이제 초강력 허리띠조차 튕겨 내버린다. 그런 그에게 정체불명의 특명이 떨어진다. 출동할 곳은 본토와 아득히 떨어진 섬, 특명을 내린 사람을 알 수 없는 1급 비밀작전. 평범한 시민 미스터 인크레더블은 다시 빛나는 영웅으로 복귀 할 수 있을 것인가.","액션, 애니메이션","전체 관람가","2004","3.8","https://file.kinolights.com/m/content_poster/202307/12/fa41738e-aba5-42f2-852f-821032013d37.webp","브래드 버드","크레이그 T. 넬슨, 홀리 헌터","쿠팡플레이"
"1543","인터스텔라","세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 이때 시공간에 불가사의한 틈이 열리고, 남은 자들에게는 이 곳을 탐험해 인류를 구해야 하는 임무가 지워진다. 사랑하는 가족들을 뒤로 한 채 인류라는 더 큰 가족을 위해, 그들은 이제 희망을 찾아 우주로 간다. 그리고 우린 답을 찾을 것이다. 늘 그랬듯이…","드라마","12세 이상 관람가","2014","4.2","https://file.kinolights.com/m/content_poster/202307/12/f2a89328-e919-49d3-a845-93d32a1c424a.webp","크리스토퍼 놀란","매튜 맥커너히, 앤 해서웨이","넷플릭스, 쿠팡플레이"
"1544","인턴","창업 1년 반 만에 직원 220명의 성공신화를 이룬 줄스. TPO에 맞는 패션센스, 업무를 위해 사무실에서도 끊임 없는 체력관리, 야근하는 직원 챙겨주고, 고객을 위해 박스포장까지 직접 하는 열정적인 30세 여성 CEO! 한편, 수십 년 직장생활에서 비롯된 노하우와 나이만큼 풍부한 인생경험이 무기인 만능 70세의 벤을 인턴으로 채용하게 되는데..","드라마, 코미디","12세 이상 관람가","2015","3.6","https://file.kinolights.com/m/content_poster/202307/12/9ce6662d-23ad-478b-902d-602c07512a02.webp","낸시 마이어스","앤 해서웨이, 로버트 드 니로","넷플릭스"
"1545","인투 더 월드","가족을 과잉보호하는 아빠 맥 때문에 평생을 작은 연못에서 안전하게 살아온 말러드 가족. 하지만 호기심 가득한 남매 댁스와 그웬을 위해 새로운 세상을 모험하고 싶은 엄마 팸의 설득으로 가족들은 항상 꿈꿔온 자메이카로 생애 첫 가족 모험을 떠나기로 한다! 설렘 넘치는 시작과 달리 태풍을 만나 길을 잃고, 낯선 친구들을 만나고, 위험 가득한 뉴욕에 불시착하게 된다. 인생 처음으로 모든 계획이 틀어지고 위기에 빠진 말러드 가족은 서툴지만 서로를 의지하며 모험을 계속한다.","코미디, 애니메이션","전체 관람가","2023","3.4","https://file.kinolights.com/m/content_poster/202311/21/e6247213-62ee-4118-b8e0-80e60ca00d0f.webp","벤자민 레너","엘리자베스 뱅크스, 캐롤 케인","넷플릭스, 왓챠, 쿠팡플레이"
"1546","인페르노","전세계 인구를 절반으로 줄일 것을 주장한 천재 생물학자 조브리스트의 갑작스러운 자살 이후 하버드대 기호학자 로버트 랭던은 기억을 잃은 채 피렌체의 한 병원에서 눈을 뜬다. 담당 의사 시에나 브룩스의 도움으로 병원을 탈출한 랭던은 사고 전 자신의 옷에서 의문의 실린더를 발견하고, 단테의 신곡 [지옥편]을 묘사한 보티첼리의 지옥의 지도가 숨겨져 있음을 알게 된다. 하지만, 원본과 달리 지옥의 지도에는 조작된 암호들이 새겨져 있고, 랭던은 이 모든 것이 전 인류를 위협할 거대한 계획과 얽혀져 있다는 것을 직감하게 되는데…","드라마, 액션, 스릴러","15세 이상 관람가","2016","2.8","https://file.kinolights.com/m/content_poster/202307/12/22b1f766-d1a2-4cf5-8e0b-752c693b91c7.webp","론 하워드","톰 행크스, 펠리시티 존스","왓챠, 쿠팡플레이"
"1547","일라이","면역 관련 질병을 앓고 있는 열한 살 소년. 절박해진 부모는 아들을 데리고 외딴곳에 자리한 치료 시설을 찾는다. 하지만 뭔가 이상한 그곳. 창밖의 소녀는 누구일까.","공포","청소년 관람불가","2019","2.6","https://file.kinolights.com/m/content_poster/202307/12/e4fca36e-d1e6-4fd6-acbc-9f2a26f9cc21.webp","시아란 포이","찰리 쇼트웰, 릴리 테일러","넷플릭스"
"1548","일렉트릭 스테이트","로봇의 반란이 일어난 후 고아가 된 십 대가 남동생을 찾기 위한 여정을 떠난다.","드라마, 액션","15세 이상 관람가","2025","2.6","https://file.kinolights.com/m/content_poster/202502/17/b3b88337-de42-4320-a712-49ea66c67ab9.webp","조 루소","밀리 바비 브라운, 크리스 프랫","넷플릭스"
"1549","일산연우","대리사 정남풍은 여아인 몽서주와 사건을 계기로 알게 되고, 두 사람은 사제 관계가 되어 요괴를 잡게 된다. 두 사람의 감정이 깊어졌을 때 몽서주의 요괴 왕은 세상에 나타나 심마의 꾐에 넘어가 통제당하자, 정남풍은 자신의 몸에 몽서주가 잃어버린 오래된 요단을 품고 있다는 것을 알게 된다. 그는 사랑하는 이를 구하기 위해 남풍은 요단을 잘라내고 돌려준다. 그리고 자신의 목숨을 걸고서 몽서주와 연합하여 무고한 생명을 구한다.","드라마, 로맨스, 판타지","15세 이상 시청가","2024","0","https://file.kinolights.com/m/content_poster/202504/01/86f7f255-60e9-47b6-82da-34e923a7b83d.webp","맥전","우몽룡, 이자선","왓챠, 티빙"
"1550","일상의 관계","지루한 일상을 보내던 여섯 남녀가 각기 다른 장소에서 만난 낯선 이성과 특별한 관계를 가지게 되는 이야기.","로맨스","청소년 관람불가","2018","2.4","https://file.kinolights.com/m/content_poster/202307/12/2fff039d-cffb-4b22-a44e-5802d1ae39af.webp","강소아","김인애, 이수","티빙"
"1551","일타 스캔들","입시지옥에 뒤늦게 입문한 국가대표 반찬가게 열혈 여사장과 대한민국 사교육 1번지에서 별이 된 일타강사의 달콤쌉싸름한 스캔들","드라마, 코미디, 로맨스, 스릴러","15세 이상 시청가","2023","3.3","https://file.kinolights.com/m/content_poster/202307/12/5a96fc24-4fbd-49c2-81a3-934465b52ef7.webp","유제원","전도연, 정경호","넷플릭스, 티빙"
"1552","잃어버린 도시 Z","20세기 최대 탐험 미스터리. 미지의 세계 ‘Z’에 도전한 최초의 인간. 아마존 탐사 중 지금껏 알려지지 않은 문명의 증거를 발견한 퍼시 포셋은 이 문명을 인류 역사의 마지막 퍼즐 ‘Z’라 부르며 탐사에 열을 올린다. 하지만 예기치 못한 사고로 번번히 탐사에 실패한 그는 ‘Z’를 찾는 일에 더욱 집착하게 되고, 포기를 모르는 그의 집념은 점차 광기로 변해간다. 그리고, 마지막 탐사라는 이름으로 아들 잭과 함께 아마존 정글로 다시 들어가는데…","드라마, 액션","12세 이상 관람가","2016","3.3","https://file.kinolights.com/m/content_poster/202307/12/9f6eefe3-1577-48d5-868f-42f801a07683.webp","제임스 그레이","찰리 허냄, 로버트 패틴슨","넷플릭스, 왓챠, 티빙"
"1553","입스","쓸 수 없게 된 미스터리 작가와 풀 수 없게 된 엘리트 형사의 절묘한 화술과 흥정으로 사건을 해결하는 미스터리 코미디 드라마","드라마, 코미디","15세 이상 시청가","2024","0","https://file.kinolights.com/m/content_poster/202408/29/4997b39d-be3f-4a4d-a004-5d37a4140f65.webp","카케히 마사야","시노하라 료코, 바카리듬","티빙"
"1555","자녀목","당골 춘당댁은 열녀의 가문이다. 이댁의 어른 노마님은 가문을 위해서는 온갖 노력을 다한다. 마님 연지는 이댁에 시집와 아이를 생산하지 못하고 있었다. 따라서 마님은 노마님의 독선과 아집에 인간의 기본권리와 본능마저 희생을 치러야 했다. 씨받이와 남편의 정사장면과 옛애인과의 갈등 속에서도 마님은 맏며느리로서 종사를 잇기 위해 노력을 다하지만 다른 사내의 본능의 제물이 되지 않고는 뜻을 이룰 수 없는 상황임을 알고 마지막 잘못을 저지른다.","드라마","청소년 관람불가","1984","3.1","https://file.kinolights.com/m/content_poster/202307/12/3240e5ea-d06b-4c4c-a601-e034da51399c.webp","정진우","원미경, 김용선","왓챠, 쿠팡플레이, 티빙"
"1556","자백","불륜 사실을 폭로하겠다는 협박을 받고 향한 호텔에서 의문의 습격을 당한 유민호. 정신을 차려보니 함께 있던 김세희는 죽어있고, 범인은 흔적도 없이 사라졌다. 하루아침에 성공한 사업가에서 밀실 살인 사건의 유일한 용의자로 누명을 쓴 유민호는 무죄를 입증하기 위해 승률 100%의 변호사 양신애를 찾는다. 눈 내리는 깊은 산속의 별장에서 마주한 두 사람, 양신애는 완벽한 진술을 위해 처음부터 사건을 재구성해야 한다고 말하고, 사건의 조각들이 맞춰지며 유민호가 감추고 있던 또 다른 사건이 모습을 드러내게 되는데…","스릴러","15세 이상 관람가","2020","3","https://file.kinolights.com/m/content_poster/202307/12/4a6db14e-3f60-43c3-b19d-26522db2f674.webp","윤종석","소지섭, 김윤진","넷플릭스, 왓챠, 티빙"
"1557","자토이치","最强. 맹인검객
‘자토이치’는 도박과 마사지로 생계를 이어가는 맹인 방랑자. 하지만 이 남루한 행색의 사내에겐 외모와는 달리 신기에 가까운 능력이 있다. 번개처럼 빠르고 한치의 오차도 없이 상대를 찌르는, 전광석화 같은 검술이 그것! 민심이 흉흉한 어느 마을에 당도한 자토이치. 그는 도박장에서 비밀스러운 게이샤 자매를 만난다. 치명적인 미모를 지닌 ‘오키누’와 그녀의 동생 ‘오세이’는 아버지의 원수를 갚기 위해 신분을 위장한 채 주점에서 일하고 있다.
한편, 마을에 군림한 채 온갖 악행을 저지르는 ‘긴조’는 숙적들을 처단하기 위해 떠돌이 무사인 하토리’를 고용하기에 이른다. 맹인 검객, 게이샤 자매, 떠돌이 무사. 이제 이들은 결코 피할 수 없는 숙명적인 대결 앞에 서게 되는데.","드라마, 코미디, 액션","15세 이상 관람가","2003","3.4","https://file.kinolights.com/m/content_poster/202307/12/bbe7ef55-61f6-4523-9bbb-22868b0572dd.webp","기타노 다케시","기타노 다케시, 아사노 타다노부","왓챠"
"1558","작고 작은 나","뇌성마비를 앓고 있는 청년 류춘허는 할머니의 꿈을 이루기 위해 신체적, 정신적 장벽을 극복하고 인생의 목적을 발견하고, 변화와 새로운 시작을 하게 된다.","드라마","15세 이상 관람가","2024","0","https://file.kinolights.com/m/content_poster/202503/17/3904d5c8-2645-4f1e-87c2-982669a6e6df.webp","리나 양","이양첸시, 다이애나 린","넷플릭스"
"1559","작은 아씨들","작가 지망생 조, 배우를 꿈꾸는 메그, 피아노와 그림을 좋아하는 베스와 에이미. 옆집 소년 로리와 행복한 유년 시절을 보낸다. 저마다의 꿈과 사랑을 키우며 어른이 된 자매들. 다시 찾은 고향에서 반짝이던 그 시절의 추억을 떠올린다.","드라마, 로맨스","전체 관람가","2019","4","https://file.kinolights.com/m/content_poster/202307/12/00538620-b033-42d0-80b2-a657af0e45a6.webp","그레타 거윅","시얼샤 로넌, 엠마 왓슨","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"1560","작전","억울한 게 생기면 잠도 못 자는 성격의 강현수(박용하), 찌질한 인생 한 방에 갈아타기 위해 주식에 도전하지만, 순식간에 신용불량자가 된다. 그는 독기를 품고, 수년의 독학으로 이제 실력을 갖춘 프로 개미가 되어 마침내 작전주 하나를 추격해 한번에 수천 만원을 손에 쥔다. 그러나 기쁨도 잠시, 그가 건드린 것은 전직 조폭 출신 황종구(박희순)가 작업중인 작전주였다. 몰매를 맞으며 납치된 현수는 되려 황종구의 작전을 망친 남다른 능력을 인정 받아 대한민국을 뒤흔들 600억 헤비급 작전에 엮이게 된다.
초짜 현수와는 달리, 이번 작전에 가담한 작전멤버들은 대한민국 경제를 돌리는 거물급 프로들! 오랜 조폭 생활을 청산하고 DGS홀딩스를 차려 주식작전 세계에 뛰어든 황종구, 탈세를 원하는 졸부, 비자금을 축적한 정치인 등 상류층의 자산뿐만 아니라 비밀까지 철저하게 관리해주는 유서연(김민정), 서진에셋에서 높은 실적으로 승진 가도를 달리고 있는 작전계 특급 에이스 조민형(김무열), 그리고 작전의 시발점인 대산토건의 대주주 박창주까지 최고의 멤버가 구성되었다.
이들이 벌릴 판은 부실한 건설 회사 대산토건. 작전의 최고 죽이는 아이템이라는 ‘환경 기술’을 이용해, ‘수질 개선 박테리아 연구‘ 를 하고 있는 ‘한결 벤처’에 투자, 유서연의 고객 중 한 명이자, 굴리는 돈이 왠만한 기업보다 커 ‘마산창투’라 불리우는 완벽한 쩐주의 돈을 미끼로, 대산토건 주식을 사들인다. 여기에 쪽집게 분석으로 유명한 언론 스타 김승범의 여론 몰이와 검은 머리 외국인 브라이언 최를 통해 외국 자본을 끌어들이며 판은 걷잡을 수 없이 커져만 가고, 눈 먼 개미들의 돈을 쓸어모으기 시작한다. 대박을 눈 앞에 둔 시점, 너무나 완벽하게 진행되는 작전! 작전멤버들간의 쫓고 쫓기는 또 다른 물밑 작전이 시작되는데.. 대한민국 돈이 움직이는 지상최대의 작전이 시작된다.","스릴러","15세 이상 관람가","2009","3.1","https://file.kinolights.com/m/content_poster/202307/12/f0bb1d62-e364-4948-be20-36a13701a28e.webp","이호재","박용하, 김민정","넷플릭스, 티빙"
